1.137,71.9,0.46,12.07
1.219,69.92,0.504,12.86
2.449,64.47,0.44,13.37
3.417,61.15,0.941,13.48
2.873,66.69,0.482,13.4
4.107,67.27,0.493,7.31
8.27,61.36,0.483,10.88
7.8,69.97,0.563,11.66
5.894,67.72,0.758,13.68
6.24,68.22,0.738,14.01
6.345,73,1.924,11.61
9.31,76.2,3.954,4.286
8.37,67.02,3.592,12.58
9.65,68.95,3.594,6.149
6.155,74.8,5.474,9.53
5.108,77,3.963,6.781
4.38,75.1,1.824,6.884
2.957,81.8,0.824,6.995
2.463,86.4,0.917,4.581
2.446,73.4,1.926,13.43
3.785,78.6,1.731,3.764
3.879,83.1,2.815,6.236
4.2,75.8,1.123,15.48
3.11,69.64,0.593,16.56
2.758,64.62,0.844,16.99
4.146,62.98,1.499,17.29
7.02,72.7,3.08,10.1
9.41,77.4,3.667,5.175
4.828,60.91,3.532,12.9
5.468,55.92,1.956,18.92
7.27,73.2,1.8,16.63
11.26,74.7,1.721,18.27
10.52,77.7,2.65,14.38
9.45,52.3,2.741,18.01
13.4,53.52,4.315,18.06
11.9,60.24,0.731,18.5
10.91,59.9,0.6,19.95
10.37,55.83,0.624,19.07
10.94,54.92,0.8,19.94
10.28,72.4,1.096,14.92
10.46,78.8,1.451,8.1
11.79,79.5,2.104,7.47
10.88,73.8,2.176,12.38
9.32,79.9,1.3,9.27
10.15,81.5,1.638,10.99
10.02,71.2,3.589,13.93
12.07,71.333,3.9,5.554
11.86,77,3.06,11.72
12.76,71.8,1.289,17.21
14.28,61.53,1.497,16.57
13.78,69.41,1.724,17.57
11.39,59.45,2.225,23.12
11.76,63.27,2.69,20.71
14.05,71.6,0.734,15.87
15.05,59.5,0.848,21.61
13.74,61.55,2.243,20.29
13.77,57.54,0.81,22.93
14.48,54.62,0.755,13.31
17.2,51.11,2.269,21.26
12.05,72.2,1.773,16.53
12.68,76.9,1.526,14.1
12.62,76.6,1.708,15.38
12.37,69.06,0.603,19.34
14.62,60.2,1.22,20.25
14.15,53.48,1.31,20.17
11.38,45.93,0.824,22.6
14.25,51.18,1.153,23.74
13.8,39.91,0.754,26.16
15.19,57.8,1.314,15.42
14.06,73.5,1.987,16.38
12.5,71,1.037,15.99
10.26,81.9,1.113,7.06
10.54,70.2,0.599,22.72
13.87,59.89,1.379,23.95
14.78,57.7,1.608,23.23
12.84,77.5,1.753,8.47
13.35,78.1,0.985,13.94
15.23,71.7,0.916,14.77
17.67,56.51,0.709,23.08
18.8,50.66,0.882,26.27
19.09,41.24,0.953,27.07
18.44,47.89,0.884,25.97
16.43,43.15,1.341,27.63
14.03,44.47,1.053,27.95
15.24,43.46,0.886,28.09
16.97,47.91,1.238,27.05
19.37,43.87,1.514,24.51
15.58,67.83,0.887,6.635
15.3,75.8,1.021,9.14
15.92,73.9,0.833,11.32
16.05,70.1,0.714,17.94
15.76,58.86,1.588,21.96
14.92,43.81,1.279,27.31
17.02,41.11,0.783,28.41
19.15,51.81,0.726,27.34
18.32,63.58,1.243,19.52
18.84,69.67,0.801,23.76
20.3,60.75,0.826,26.15
21.7,57.52,0.731,24.86
22.6,54.99,0.575,26.08
23.29,53.08,0.606,26.34
25.27,49.48,0.956,24.14
22.99,41.33,2.216,19.04
20.04,39.09,1.02,29.24
19.36,43.57,1.183,26.37
20.02,41.23,1.976,26.96
16.93,43.98,2.722,26.33
15.53,39.86,0.851,25.98
15.97,39.16,0.702,30.01
19.19,33.46,0.954,25.52
20.31,30.21,1.057,24.23
23.26,34.83,1.123,26.73
21.538,62.433,1.313,6.685
22.36,56.56,0.817,26.36
24.75,41.23,1.28,28.63
23.25,33.51,2.348,27.77
22.5,37.87,1.962,19.66
20.75,62.72,1.228,23.16
